Gene model,E-value
SymbC1.scaffold1447.9,7.75E-29
SymbC1.scaffold14473.1,2.66E-50
SymbC1.scaffold14473.2,6.86E-18
SymbC1.scaffold1448.10,2.39E-48
SymbC1.scaffold1448.2,8.29E-34
SymbC1.scaffold1448.3,2.34E-56
SymbC1.scaffold1448.4,2.44E-94
SymbC1.scaffold1448.6,2.37E-38
SymbC1.scaffold1448.7,1.60E-16
SymbC1.scaffold1448.8,3.14E-09
SymbC1.scaffold1448.9,9.49E-29
SymbC1.scaffold14481.1,3.35E-06
SymbC1.scaffold14483.2,4.50E-15
SymbC1.scaffold14485.1,2.03E-116
SymbC1.scaffold14486.1,7.92E-47
SymbC1.scaffold14486.2,2.78E-06
SymbC1.scaffold14487.1,1.75E-54
SymbC1.scaffold14488.1,6.32E-25
SymbC1.scaffold14489.1,1.15E-11
SymbC1.scaffold1449.1,1.19E-104
SymbC1.scaffold1449.2,1.24E-35
SymbC1.scaffold1449.3,6.75E-120
SymbC1.scaffold1449.4,1.30E-64
SymbC1.scaffold1449.5,1.75E-20
SymbC1.scaffold1450.1,5.43E-18
SymbC1.scaffold1450.2,3.94E-15
SymbC1.scaffold1450.3,1.02E-97
SymbC1.scaffold1450.5,0
SymbC1.scaffold1450.6,2.78E-12
SymbC1.scaffold14502.1,6.85E-40
SymbC1.scaffold14508.1,0
SymbC1.scaffold14508.2,6.73E-45
SymbC1.scaffold14519.1,1.06E-13
SymbC1.scaffold1452.1,1.32E-09
SymbC1.scaffold1452.2,4.93E-154
SymbC1.scaffold1452.4,1.25E-08
SymbC1.scaffold1452.5,1.75E-10
SymbC1.scaffold1452.7,9.78E-54
SymbC1.scaffold1452.9,1.31E-06
SymbC1.scaffold14521.1,3.25E-19
SymbC1.scaffold14529.2,7.57E-28
SymbC1.scaffold14529.4,7.06E-18
SymbC1.scaffold1454.1,4.99E-08
SymbC1.scaffold1454.10,9.23E-30
SymbC1.scaffold1454.11,6.24E-28
SymbC1.scaffold1454.12,3.50E-23
SymbC1.scaffold1454.16,2.66E-11
SymbC1.scaffold1454.2,7.08E-61
SymbC1.scaffold1454.3,3.54E-146
SymbC1.scaffold1454.4,9.35E-27
SymbC1.scaffold1454.5,2.12E-08
SymbC1.scaffold1454.7,3.06E-10
SymbC1.scaffold1454.8,9.59E-17
SymbC1.scaffold1454.9,2.85E-07
SymbC1.scaffold14547.1,1.80E-128
SymbC1.scaffold1455.2,1.38E-109
SymbC1.scaffold1455.3,1.16E-06
SymbC1.scaffold1455.4,3.25E-11
SymbC1.scaffold1455.6,2.53E-60
SymbC1.scaffold14551.2,2.87E-17
SymbC1.scaffold14551.3,1.31E-53
SymbC1.scaffold14551.5,1.96E-172
SymbC1.scaffold14552.1,3.47E-22
SymbC1.scaffold14557.1,9.30E-54
SymbC1.scaffold14557.2,0
SymbC1.scaffold1456.1,2.88E-79
SymbC1.scaffold1456.2,2.33E-87
SymbC1.scaffold1456.3,4.18E-36
SymbC1.scaffold1457.1,2.13E-176
SymbC1.scaffold14573.1,2.87E-10
SymbC1.scaffold14574.1,1.45E-19
SymbC1.scaffold14578.1,0
SymbC1.scaffold1458.10,8.28E-119
SymbC1.scaffold1458.2,1.68E-171
SymbC1.scaffold1458.3,2.94E-25
SymbC1.scaffold1458.4,1.17E-87
SymbC1.scaffold1458.5,0
SymbC1.scaffold1458.6,1.75E-26
SymbC1.scaffold1458.9,8.42E-75
SymbC1.scaffold14583.1,7.48E-07
SymbC1.scaffold14588.1,7.02E-179
SymbC1.scaffold1459.1,2.30E-20
SymbC1.scaffold1459.2,2.55E-12
SymbC1.scaffold14592.1,1.23E-59
SymbC1.scaffold14594.1,6.65E-87
SymbC1.scaffold14595.1,2.61E-31
SymbC1.scaffold14597.1,3.22E-85
SymbC1.scaffold146.1,1.55E-13
SymbC1.scaffold146.10,4.82E-116
SymbC1.scaffold146.11,7.33E-63
SymbC1.scaffold146.12,2.59E-24
SymbC1.scaffold146.13,3.22E-142
SymbC1.scaffold146.14,1.44E-38
SymbC1.scaffold146.15,0
SymbC1.scaffold146.16,2.18E-158
SymbC1.scaffold146.17,1.05E-09
SymbC1.scaffold146.2,7.74E-43
SymbC1.scaffold146.3,1.87E-19
SymbC1.scaffold146.6,3.44E-31
SymbC1.scaffold146.7,4.99E-40
SymbC1.scaffold146.9,2.05E-06
SymbC1.scaffold1460.1,2.82E-53
SymbC1.scaffold1460.2,7.11E-07
SymbC1.scaffold1461.1,7.67E-23
SymbC1.scaffold1461.2,5.90E-85
SymbC1.scaffold1461.5,1.47E-117
SymbC1.scaffold1461.6,1.16E-15
SymbC1.scaffold14613.1,1.24E-56
SymbC1.scaffold1462.1,1.31E-68
SymbC1.scaffold1462.2,1.36E-25
SymbC1.scaffold1462.3,7.36E-22
SymbC1.scaffold1462.4,5.11E-17
SymbC1.scaffold14622.1,2.78E-12
SymbC1.scaffold14624.1,2.07E-72
SymbC1.scaffold14624.2,1.49E-132
SymbC1.scaffold14625.4,1.29E-77
SymbC1.scaffold1463.2,1.43E-21
SymbC1.scaffold1463.3,1.10E-16
SymbC1.scaffold14630.1,7.02E-79
SymbC1.scaffold14630.2,1.23E-36
SymbC1.scaffold14631.1,3.63E-21
SymbC1.scaffold1464.1,1.91E-133
SymbC1.scaffold1464.2,6.00E-93
SymbC1.scaffold14644.1,6.41E-12
SymbC1.scaffold14649.1,1.25E-12
SymbC1.scaffold1465.1,3.86E-84
SymbC1.scaffold1465.2,1.04E-26
SymbC1.scaffold1465.3,2.67E-137
SymbC1.scaffold1465.4,2.45E-132
SymbC1.scaffold1465.5,9.91E-67
SymbC1.scaffold1465.6,8.76E-52
SymbC1.scaffold14650.2,7.37E-60
SymbC1.scaffold14650.3,4.08E-89
SymbC1.scaffold14655.1,3.98E-44
SymbC1.scaffold14655.2,1.89E-62
SymbC1.scaffold14655.3,5.00E-33
SymbC1.scaffold1466.3,1.85E-24
SymbC1.scaffold1466.4,0
SymbC1.scaffold1466.5,2.38E-06
SymbC1.scaffold1466.6,9.38E-23
SymbC1.scaffold1466.7,4.75E-45
SymbC1.scaffold14663.1,1.52E-22
SymbC1.scaffold14663.3,1.97E-39
SymbC1.scaffold14665.1,0
SymbC1.scaffold1467.1,3.11E-160
SymbC1.scaffold1467.2,2.62E-12
SymbC1.scaffold1467.4,4.91E-30
SymbC1.scaffold1467.5,4.03E-13
SymbC1.scaffold1467.9,1.46E-33
SymbC1.scaffold1468.1,2.25E-75
SymbC1.scaffold1468.2,5.49E-25
SymbC1.scaffold1469.1,6.24E-07
SymbC1.scaffold1469.10,1.53E-07
SymbC1.scaffold1469.7,5.78E-41
SymbC1.scaffold147.1,6.50E-103
SymbC1.scaffold147.12,3.12E-52
SymbC1.scaffold147.2,9.22E-53
SymbC1.scaffold147.3,7.50E-57
SymbC1.scaffold147.4,4.75E-18
SymbC1.scaffold147.6,3.90E-149
SymbC1.scaffold147.7,1.71E-131
SymbC1.scaffold147.8,6.13E-21
SymbC1.scaffold147.9,1.03E-89
SymbC1.scaffold1470.1,5.37E-12
SymbC1.scaffold1470.2,4.32E-134
SymbC1.scaffold14704.1,2.91E-27
SymbC1.scaffold1471.1,1.11E-24
SymbC1.scaffold1471.4,3.49E-86
SymbC1.scaffold14712.2,5.74E-21
SymbC1.scaffold1472.1,1.18E-64
SymbC1.scaffold14722.3,3.74E-122
SymbC1.scaffold14725.1,1.26E-26
SymbC1.scaffold14729.2,1.58E-94
SymbC1.scaffold1473.1,9.02E-159
SymbC1.scaffold1473.2,1.00E-21
SymbC1.scaffold1473.3,7.91E-74
SymbC1.scaffold1473.4,3.18E-18
SymbC1.scaffold14730.1,1.00E-28
SymbC1.scaffold14730.2,6.04E-55
SymbC1.scaffold14739.1,1.75E-97
SymbC1.scaffold14741.1,2.84E-12
SymbC1.scaffold1475.1,2.64E-87
SymbC1.scaffold1475.2,9.81E-35
SymbC1.scaffold1475.5,3.08E-07
SymbC1.scaffold14751.1,0
SymbC1.scaffold14758.1,1.43E-74
SymbC1.scaffold1476.1,4.43E-14
SymbC1.scaffold1476.2,1.22E-09
SymbC1.scaffold1476.3,8.40E-92
SymbC1.scaffold1476.4,1.51E-121
SymbC1.scaffold1476.6,1.84E-70
SymbC1.scaffold1476.7,6.31E-54
SymbC1.scaffold14766.1,1.46E-11
SymbC1.scaffold14767.1,9.47E-41
SymbC1.scaffold1477.1,6.82E-07
SymbC1.scaffold1477.3,3.87E-81
SymbC1.scaffold14770.1,1.29E-30
SymbC1.scaffold14772.1,2.89E-15
SymbC1.scaffold14772.2,2.61E-91
SymbC1.scaffold14775.2,3.18E-133
SymbC1.scaffold14775.3,3.82E-09
SymbC1.scaffold14776.4,1.35E-74
SymbC1.scaffold1478.2,5.29E-52
SymbC1.scaffold1478.3,0
SymbC1.scaffold1479.2,1.61E-125
SymbC1.scaffold14794.2,1.59E-50
SymbC1.scaffold14794.3,2.02E-161
SymbC1.scaffold14795.1,1.41E-32
SymbC1.scaffold14797.2,1.33E-41
SymbC1.scaffold14798.1,2.20E-07
SymbC1.scaffold148.1,7.53E-33
SymbC1.scaffold148.2,5.78E-32
SymbC1.scaffold148.3,8.94E-160
SymbC1.scaffold1480.1,3.32E-26
SymbC1.scaffold1480.2,2.00E-27
SymbC1.scaffold1480.4,1.93E-35
SymbC1.scaffold1481.2,2.26E-06
SymbC1.scaffold1481.3,3.75E-15
SymbC1.scaffold1481.4,5.50E-09
SymbC1.scaffold14811.1,2.99E-33
SymbC1.scaffold14812.1,6.60E-06
SymbC1.scaffold14819.1,4.61E-34
SymbC1.scaffold1482.1,4.39E-107
SymbC1.scaffold1482.10,2.60E-06
SymbC1.scaffold1482.3,1.10E-09
SymbC1.scaffold1482.4,1.97E-43
SymbC1.scaffold1482.5,0
SymbC1.scaffold1482.6,4.67E-48
SymbC1.scaffold1482.7,4.50E-26
SymbC1.scaffold14826.1,8.23E-78
SymbC1.scaffold1483.1,2.69E-09
SymbC1.scaffold1483.2,3.42E-96
SymbC1.scaffold14831.1,2.17E-13
SymbC1.scaffold1484.1,2.82E-08
SymbC1.scaffold1484.2,8.04E-40
SymbC1.scaffold1484.3,9.41E-14
SymbC1.scaffold1484.4,0
SymbC1.scaffold14840.1,1.08E-19
SymbC1.scaffold14842.1,4.15E-06
SymbC1.scaffold1485.2,5.36E-161
SymbC1.scaffold1485.3,1.06E-29
SymbC1.scaffold14854.1,4.10E-53
SymbC1.scaffold14855.1,1.82E-12
SymbC1.scaffold14857.2,8.09E-53
SymbC1.scaffold14859.1,2.07E-60
SymbC1.scaffold1486.2,1.73E-138
SymbC1.scaffold14860.1,3.21E-10
SymbC1.scaffold1487.1,4.88E-57
SymbC1.scaffold1487.4,1.08E-88
SymbC1.scaffold1487.6,2.87E-17
SymbC1.scaffold1487.8,1.02E-12
SymbC1.scaffold1487.9,2.49E-81
SymbC1.scaffold14877.1,5.15E-132
SymbC1.scaffold14888.1,4.51E-60
SymbC1.scaffold1489.1,7.74E-13
SymbC1.scaffold1489.2,1.70E-180
SymbC1.scaffold149.1,1.91E-33
SymbC1.scaffold149.2,7.76E-27
SymbC1.scaffold149.5,3.93E-11
SymbC1.scaffold149.7,1.70E-36
SymbC1.scaffold1490.1,6.86E-30
SymbC1.scaffold1490.3,3.61E-07
SymbC1.scaffold14906.1,7.50E-15
SymbC1.scaffold14907.2,6.56E-75
SymbC1.scaffold1491.1,1.47E-72
SymbC1.scaffold1491.2,6.17E-11
SymbC1.scaffold14914.1,4.21E-34
SymbC1.scaffold1492.2,7.61E-32
SymbC1.scaffold1492.6,8.30E-50
SymbC1.scaffold14920.2,3.72E-69
SymbC1.scaffold14921.1,3.95E-07
SymbC1.scaffold14922.1,7.99E-06
SymbC1.scaffold14923.4,9.00E-63
SymbC1.scaffold1493.3,4.22E-15
SymbC1.scaffold1493.4,1.30E-08
SymbC1.scaffold14932.1,2.73E-16
SymbC1.scaffold14937.1,1.34E-117
SymbC1.scaffold1494.1,1.18E-94
SymbC1.scaffold14940.1,8.17E-13
SymbC1.scaffold1495.1,6.29E-84
SymbC1.scaffold1495.2,2.76E-17
SymbC1.scaffold1495.3,7.11E-60
SymbC1.scaffold1495.4,5.74E-41
SymbC1.scaffold1495.5,1.93E-53
SymbC1.scaffold14954.1,6.98E-37
SymbC1.scaffold14957.1,3.51E-59
SymbC1.scaffold1496.1,2.14E-06
SymbC1.scaffold1496.3,1.61E-19
SymbC1.scaffold14968.1,0
SymbC1.scaffold1497.3,0
SymbC1.scaffold1497.5,1.08E-43
SymbC1.scaffold1497.7,5.22E-178
SymbC1.scaffold1497.8,6.15E-75
SymbC1.scaffold14975.1,9.35E-130
SymbC1.scaffold14978.2,2.80E-109
SymbC1.scaffold1498.1,4.85E-56
SymbC1.scaffold1498.2,2.02E-23
SymbC1.scaffold1498.3,9.90E-17
SymbC1.scaffold14980.2,0
SymbC1.scaffold14983.1,4.63E-57
SymbC1.scaffold1499.1,3.17E-34
SymbC1.scaffold15.109,1.64E-67
SymbC1.scaffold15.114,2.72E-115
SymbC1.scaffold15.119,3.65E-37
SymbC1.scaffold15.12,0
SymbC1.scaffold15.125,3.44E-107
SymbC1.scaffold15.132,4.07E-52
SymbC1.scaffold15.133,1.11E-109
SymbC1.scaffold15.136,8.99E-121
SymbC1.scaffold15.144,1.01E-149
SymbC1.scaffold15.150,4.15E-75
SymbC1.scaffold15.152,2.09E-07
SymbC1.scaffold15.154,1.58E-11
SymbC1.scaffold15.155,6.47E-96
SymbC1.scaffold15.156,2.74E-50
SymbC1.scaffold15.158,1.40E-19
SymbC1.scaffold15.16,4.29E-141
SymbC1.scaffold15.162,3.06E-69
SymbC1.scaffold15.17,5.39E-16
SymbC1.scaffold15.172,8.43E-65
SymbC1.scaffold15.177,2.75E-102
SymbC1.scaffold15.178,3.57E-82
SymbC1.scaffold15.179,4.96E-59
SymbC1.scaffold15.180,3.76E-103
SymbC1.scaffold15.182,4.53E-34
SymbC1.scaffold15.183,7.53E-57
SymbC1.scaffold15.186,1.43E-58
SymbC1.scaffold15.188,4.56E-41
SymbC1.scaffold15.189,2.45E-27
SymbC1.scaffold15.192,2.17E-09
SymbC1.scaffold15.195,0
SymbC1.scaffold15.198,1.02E-32
SymbC1.scaffold15.200,5.26E-35
SymbC1.scaffold15.201,7.02E-46
SymbC1.scaffold15.202,0
SymbC1.scaffold15.204,2.52E-08
SymbC1.scaffold15.211,0
SymbC1.scaffold15.212,2.11E-29
SymbC1.scaffold15.213,6.08E-134
SymbC1.scaffold15.214,3.26E-24
SymbC1.scaffold15.215,1.85E-32
SymbC1.scaffold15.216,2.71E-88
SymbC1.scaffold15.218,4.69E-76
SymbC1.scaffold15.219,1.89E-16
SymbC1.scaffold15.221,2.24E-07
SymbC1.scaffold15.223,5.40E-18
SymbC1.scaffold15.224,7.48E-41
SymbC1.scaffold15.227,5.56E-79
SymbC1.scaffold15.229,2.68E-101
SymbC1.scaffold15.23,2.12E-13
SymbC1.scaffold15.230,1.74E-112
SymbC1.scaffold15.231,5.34E-26
SymbC1.scaffold15.232,3.62E-64
SymbC1.scaffold15.234,1.28E-09
SymbC1.scaffold15.237,1.32E-23
SymbC1.scaffold15.239,4.27E-10
SymbC1.scaffold15.24,1.37E-10
SymbC1.scaffold15.241,1.35E-18
SymbC1.scaffold15.242,1.82E-37
SymbC1.scaffold15.243,6.27E-12
SymbC1.scaffold15.244,1.90E-52
SymbC1.scaffold15.246,4.44E-23
SymbC1.scaffold15.255,0
SymbC1.scaffold15.256,2.86E-120
SymbC1.scaffold15.257,3.79E-65
SymbC1.scaffold15.258,4.03E-07
SymbC1.scaffold15.26,3.22E-35
SymbC1.scaffold15.260,2.62E-101
SymbC1.scaffold15.261,0
SymbC1.scaffold15.263,1.48E-98
SymbC1.scaffold15.265,5.71E-77
SymbC1.scaffold15.268,0
SymbC1.scaffold15.27,1.66E-16
SymbC1.scaffold15.272,8.72E-108
SymbC1.scaffold15.273,8.60E-54
SymbC1.scaffold15.276,2.64E-17
SymbC1.scaffold15.279,7.72E-55
SymbC1.scaffold15.286,0
SymbC1.scaffold15.287,0
SymbC1.scaffold15.288,6.41E-75
SymbC1.scaffold15.289,8.31E-117
SymbC1.scaffold15.290,2.22E-34
SymbC1.scaffold15.292,5.79E-16
SymbC1.scaffold15.297,1.09E-43
SymbC1.scaffold15.3,3.99E-74
SymbC1.scaffold15.302,1.57E-42
SymbC1.scaffold15.305,1.82E-81
SymbC1.scaffold15.306,3.43E-33
SymbC1.scaffold15.307,1.12E-131
SymbC1.scaffold15.309,3.05E-114
SymbC1.scaffold15.31,3.68E-81
SymbC1.scaffold15.316,0
SymbC1.scaffold15.321,2.48E-163
SymbC1.scaffold15.33,5.29E-113
SymbC1.scaffold15.331,9.98E-59
SymbC1.scaffold15.332,5.05E-146
SymbC1.scaffold15.334,1.79E-84
SymbC1.scaffold15.336,1.88E-86
SymbC1.scaffold15.339,1.02E-32
SymbC1.scaffold15.342,3.48E-86
SymbC1.scaffold15.345,0
SymbC1.scaffold15.348,1.17E-171
SymbC1.scaffold15.349,8.88E-129
SymbC1.scaffold15.35,2.11E-79
SymbC1.scaffold15.351,0
SymbC1.scaffold15.353,0
SymbC1.scaffold15.354,1.71E-13
SymbC1.scaffold15.36,4.19E-98
SymbC1.scaffold15.39,3.37E-62
SymbC1.scaffold15.42,4.78E-21
SymbC1.scaffold15.43,2.26E-08
SymbC1.scaffold15.45,2.19E-37
SymbC1.scaffold15.46,3.37E-68
SymbC1.scaffold15.52,7.10E-26
SymbC1.scaffold15.56,1.06E-56
SymbC1.scaffold15.58,3.40E-19
SymbC1.scaffold15.6,5.36E-43
SymbC1.scaffold15.60,9.56E-38
SymbC1.scaffold15.61,0
SymbC1.scaffold15.65,0
SymbC1.scaffold15.69,4.01E-58
SymbC1.scaffold15.70,4.45E-175
SymbC1.scaffold15.71,1.01E-134
SymbC1.scaffold15.74,1.35E-55
SymbC1.scaffold15.77,8.88E-17
SymbC1.scaffold15.8,0
SymbC1.scaffold15.80,3.04E-142
SymbC1.scaffold15.81,6.68E-95
SymbC1.scaffold15.90,1.26E-114
SymbC1.scaffold15.92,0
SymbC1.scaffold15.93,3.25E-96
SymbC1.scaffold15.95,0
SymbC1.scaffold15.96,0
SymbC1.scaffold150.10,7.46E-15
SymbC1.scaffold150.12,0
SymbC1.scaffold150.13,3.44E-65
SymbC1.scaffold150.2,1.16E-07
SymbC1.scaffold150.4,4.22E-16
SymbC1.scaffold150.5,2.16E-39
SymbC1.scaffold150.6,5.64E-92
SymbC1.scaffold150.8,8.02E-26
SymbC1.scaffold1500.2,5.34E-06
SymbC1.scaffold1500.3,1.97E-135
SymbC1.scaffold15001.1,6.63E-21
SymbC1.scaffold15003.1,1.45E-77
SymbC1.scaffold15005.1,2.48E-15
SymbC1.scaffold1501.1,3.10E-14
SymbC1.scaffold1501.2,3.46E-30
SymbC1.scaffold1501.3,1.79E-06
SymbC1.scaffold15010.1,2.85E-41
SymbC1.scaffold15012.1,3.88E-74
SymbC1.scaffold1502.1,0
SymbC1.scaffold1502.3,7.10E-11
SymbC1.scaffold1502.4,1.76E-37
SymbC1.scaffold1502.5,2.04E-12
SymbC1.scaffold1502.6,2.02E-16
SymbC1.scaffold1502.8,3.60E-12
SymbC1.scaffold15024.1,2.19E-58
SymbC1.scaffold1503.1,1.71E-06
SymbC1.scaffold1503.2,1.96E-11
SymbC1.scaffold1503.3,4.19E-49
SymbC1.scaffold1503.4,1.43E-12
SymbC1.scaffold1503.6,8.62E-10
SymbC1.scaffold1503.7,7.78E-15
SymbC1.scaffold1503.8,7.62E-06
SymbC1.scaffold15033.1,6.83E-28
SymbC1.scaffold15035.1,1.05E-68
SymbC1.scaffold1504.1,1.18E-60
SymbC1.scaffold1504.2,2.98E-34
SymbC1.scaffold1504.3,1.45E-43
SymbC1.scaffold1504.4,4.33E-69
SymbC1.scaffold1504.5,7.92E-09
SymbC1.scaffold1504.6,7.20E-15
SymbC1.scaffold1504.7,2.85E-78
SymbC1.scaffold15042.2,1.57E-177
SymbC1.scaffold15046.1,3.79E-121
SymbC1.scaffold15046.2,6.84E-152
SymbC1.scaffold15048.1,1.20E-07
SymbC1.scaffold1505.1,7.08E-98
SymbC1.scaffold1505.2,1.10E-92
SymbC1.scaffold1505.3,3.04E-24
SymbC1.scaffold15050.1,2.72E-82
SymbC1.scaffold15053.1,8.95E-92
SymbC1.scaffold15053.2,0
SymbC1.scaffold15055.1,9.84E-59
SymbC1.scaffold1506.3,4.10E-143
SymbC1.scaffold1506.4,2.62E-23
SymbC1.scaffold1506.5,1.99E-28
SymbC1.scaffold1506.6,1.52E-29
SymbC1.scaffold1506.7,1.44E-18
SymbC1.scaffold1506.9,1.28E-06
SymbC1.scaffold15063.1,1.09E-65
SymbC1.scaffold15068.1,1.41E-13
SymbC1.scaffold1507.1,1.25E-21
SymbC1.scaffold1507.7,5.21E-26
SymbC1.scaffold15077.2,0
SymbC1.scaffold1508.10,0
SymbC1.scaffold1508.11,6.75E-57
SymbC1.scaffold1508.2,5.93E-169
SymbC1.scaffold1508.4,5.54E-19
SymbC1.scaffold1508.5,6.85E-22
SymbC1.scaffold1508.7,6.39E-32
SymbC1.scaffold15080.1,4.22E-80
SymbC1.scaffold1509.1,1.06E-06
SymbC1.scaffold1509.2,1.51E-30
SymbC1.scaffold1509.3,3.31E-13
SymbC1.scaffold1509.4,1.14E-11
SymbC1.scaffold1509.5,5.32E-08
SymbC1.scaffold151.2,3.35E-45
SymbC1.scaffold151.3,6.82E-54
SymbC1.scaffold151.5,1.34E-11
SymbC1.scaffold151.7,8.62E-07
SymbC1.scaffold1510.1,1.08E-08
SymbC1.scaffold1510.4,1.14E-08
SymbC1.scaffold15100.1,5.64E-08
SymbC1.scaffold15104.1,8.96E-115
SymbC1.scaffold1511.1,2.14E-14
SymbC1.scaffold1511.2,1.09E-17
SymbC1.scaffold15111.1,2.25E-73
SymbC1.scaffold15117.1,1.27E-91
SymbC1.scaffold15119.1,1.90E-18
SymbC1.scaffold1512.4,6.93E-10
SymbC1.scaffold1512.5,1.17E-71
SymbC1.scaffold1512.6,4.86E-33
SymbC1.scaffold15121.1,4.74E-43
SymbC1.scaffold15121.4,2.07E-27
SymbC1.scaffold15122.1,1.80E-12
SymbC1.scaffold1513.1,5.80E-11
SymbC1.scaffold15136.4,1.17E-50
SymbC1.scaffold15137.1,1.34E-09
SymbC1.scaffold1514.1,2.95E-81
SymbC1.scaffold1514.2,1.77E-12
SymbC1.scaffold1514.3,3.20E-51
SymbC1.scaffold1514.4,2.85E-83
SymbC1.scaffold15141.1,0
SymbC1.scaffold15143.3,1.73E-23
SymbC1.scaffold15147.2,1.18E-28
SymbC1.scaffold15150.1,1.01E-16
SymbC1.scaffold15151.1,1.79E-08
SymbC1.scaffold15164.1,0
SymbC1.scaffold15168.1,4.28E-06
SymbC1.scaffold1517.10,8.42E-140
SymbC1.scaffold1517.2,1.66E-92
SymbC1.scaffold1517.3,1.76E-30
SymbC1.scaffold1517.4,2.22E-09
SymbC1.scaffold1517.7,2.25E-39
SymbC1.scaffold1517.8,1.38E-40
SymbC1.scaffold1517.9,5.07E-27
SymbC1.scaffold15176.1,3.61E-27
SymbC1.scaffold15177.1,7.12E-09
SymbC1.scaffold1518.2,9.28E-20
SymbC1.scaffold15183.1,2.02E-33
SymbC1.scaffold15188.1,3.10E-31
SymbC1.scaffold1519.1,1.79E-09
SymbC1.scaffold1519.2,1.36E-93
SymbC1.scaffold1519.3,2.09E-12
SymbC1.scaffold1519.4,8.64E-48
SymbC1.scaffold1519.6,3.81E-84
SymbC1.scaffold1519.7,1.14E-84
SymbC1.scaffold15191.1,1.10E-165
SymbC1.scaffold15193.1,2.51E-29
SymbC1.scaffold15197.2,3.81E-15
SymbC1.scaffold152.1,1.22E-15
SymbC1.scaffold152.6,2.92E-178
SymbC1.scaffold152.9,7.17E-80
SymbC1.scaffold1520.1,7.73E-24
SymbC1.scaffold1520.2,4.17E-98
SymbC1.scaffold1520.3,4.46E-82
SymbC1.scaffold1520.5,1.31E-14
SymbC1.scaffold1520.6,9.16E-100
SymbC1.scaffold1520.7,2.59E-09
SymbC1.scaffold1521.11,5.42E-15
SymbC1.scaffold1521.12,1.49E-07
SymbC1.scaffold1521.13,2.38E-38
SymbC1.scaffold1521.14,6.46E-109
SymbC1.scaffold1521.15,1.18E-101
SymbC1.scaffold1521.16,1.08E-94
SymbC1.scaffold1521.17,1.26E-21
SymbC1.scaffold1521.18,6.32E-39
SymbC1.scaffold1521.2,1.11E-80
SymbC1.scaffold1521.20,5.90E-12
SymbC1.scaffold1521.4,1.61E-52
SymbC1.scaffold1521.5,2.03E-30
SymbC1.scaffold1521.6,1.46E-51
SymbC1.scaffold1521.7,2.84E-41
SymbC1.scaffold1521.8,1.51E-30
SymbC1.scaffold1521.9,4.76E-33
SymbC1.scaffold15211.1,0
SymbC1.scaffold15213.1,4.32E-134
SymbC1.scaffold15215.1,0
SymbC1.scaffold1522.1,6.06E-40
SymbC1.scaffold1522.11,1.10E-12
SymbC1.scaffold1522.2,3.15E-94
SymbC1.scaffold1522.3,4.29E-31
SymbC1.scaffold1522.4,1.07E-55
SymbC1.scaffold1522.6,3.48E-65
SymbC1.scaffold1522.7,3.81E-21
SymbC1.scaffold15223.1,0
SymbC1.scaffold15225.2,7.56E-98
SymbC1.scaffold15227.1,4.55E-06
SymbC1.scaffold1523.1,2.37E-20
SymbC1.scaffold1523.2,1.74E-24
SymbC1.scaffold1523.3,4.74E-16
SymbC1.scaffold1523.4,1.27E-07
SymbC1.scaffold15233.1,0
SymbC1.scaffold15233.2,4.95E-29
SymbC1.scaffold15234.2,4.02E-111
SymbC1.scaffold15236.1,2.52E-07
SymbC1.scaffold15238.1,5.95E-44
SymbC1.scaffold1524.1,0
SymbC1.scaffold15243.1,2.01E-12
SymbC1.scaffold15245.2,2.91E-17
SymbC1.scaffold15245.3,1.90E-64
SymbC1.scaffold15249.2,1.26E-39
SymbC1.scaffold1525.1,1.32E-100
SymbC1.scaffold15250.1,4.32E-38
SymbC1.scaffold15257.1,7.93E-42
SymbC1.scaffold1526.10,3.81E-08
SymbC1.scaffold1526.11,1.25E-22
SymbC1.scaffold1526.4,2.61E-09
SymbC1.scaffold1526.6,4.06E-89
SymbC1.scaffold1526.9,1.45E-21
SymbC1.scaffold15264.1,3.15E-75
SymbC1.scaffold15264.2,1.54E-115
SymbC1.scaffold15266.1,1.76E-86
SymbC1.scaffold15268.1,5.86E-54
SymbC1.scaffold1527.10,8.69E-19
SymbC1.scaffold1527.3,4.96E-21
SymbC1.scaffold1527.4,4.95E-65
SymbC1.scaffold1527.5,1.12E-18
SymbC1.scaffold1527.6,2.55E-37
SymbC1.scaffold1527.7,5.14E-64
SymbC1.scaffold1527.8,2.65E-12
SymbC1.scaffold1528.1,5.23E-120
SymbC1.scaffold1528.4,1.40E-06
SymbC1.scaffold1529.1,2.24E-10
SymbC1.scaffold1529.2,8.15E-08
SymbC1.scaffold15290.1,1.97E-29
SymbC1.scaffold153.10,2.13E-40
SymbC1.scaffold153.11,1.67E-45
SymbC1.scaffold153.12,1.04E-21
SymbC1.scaffold153.13,5.66E-167
SymbC1.scaffold153.14,2.00E-09
SymbC1.scaffold153.7,4.51E-43
SymbC1.scaffold153.8,3.93E-22
SymbC1.scaffold153.9,7.16E-14
SymbC1.scaffold1530.1,2.50E-63
SymbC1.scaffold1530.10,1.77E-21
SymbC1.scaffold1530.11,1.07E-45
SymbC1.scaffold1530.2,2.30E-105
SymbC1.scaffold1530.6,3.14E-28
SymbC1.scaffold1530.7,7.06E-24
SymbC1.scaffold1530.8,1.75E-22
SymbC1.scaffold1530.9,5.38E-26
